x Distance [mm]	Height [cm]
 654.845 	 7.773 
 655.030 	 7.773 
 655.220 	 7.773 
 655.410 	 7.781 
 655.595 	 7.780 
 655.785 	 7.783 
 655.970 	 7.775 
 656.160 	 7.773 
 656.350 	 7.773 
 656.535 	 7.773 
 656.725 	 7.773 
 656.910 	 7.777 
 657.100 	 7.775 
 657.290 	 7.781 
 657.475 	 7.780 
 657.665 	 7.782 
 657.850 	 7.780 
 658.040 	 7.778 
 658.230 	 7.778 
 658.415 	 7.778 
 658.605 	 7.778 
 658.790 	 7.782 
 658.980 	 7.783 
 659.170 	 7.780 
 659.355 	 7.785 
 659.545 	 7.784 
 659.730 	 7.783 
 659.920 	 7.783 
 660.110 	 7.783 
 660.295 	 7.787 
 660.485 	 7.785 
 660.670 	 7.783 
 660.860 	 7.783 
 661.050 	 7.783 
 661.235 	 7.783 
 661.425 	 7.783 
 661.610 	 7.783 
 661.800 	 7.783 
 661.990 	 7.787 
 662.175 	 7.784 
 662.365 	 7.787 
 662.550 	 7.792 
 662.740 	 7.793 
 662.930 	 7.789 
 663.115 	 7.788 
 663.305 	 7.788 
 663.490 	 7.788 
 663.680 	 7.788 
 663.870 	 7.788 
 664.055 	 7.788 
 664.245 	 7.788 
 664.430 	 7.788 
 664.620 	 7.788 
 664.810 	 7.788 
 664.995 	 7.788 
 665.185 	 7.788 
 665.370 	 7.788 
 665.560 	 7.792 
 665.750 	 7.789 
 665.935 	 7.788 
 666.125 	 7.791 
 666.310 	 7.793 
 666.500 	 7.796 
 666.690 	 7.795 
 666.875 	 7.793 
 667.065 	 7.797 
 667.250 	 7.798 
 667.440 	 7.801 
 667.630 	 7.799 
 667.815 	 7.798 
 668.005 	 7.798 
 668.190 	 7.798 
 668.380 	 7.798 
 668.570 	 7.801 
 668.755 	 7.806 
 668.945 	 7.804 
 669.130 	 7.806 
 669.320 	 7.805 
 669.510 	 7.803 
 669.695 	 7.799 
 669.885 	 7.801 
 670.070 	 7.803 
 670.260 	 7.803 
 670.450 	 7.799 
 670.635 	 7.798 
 670.825 	 7.804 
 671.010 	 7.804 
 671.200 	 7.806 
 671.390 	 7.804 
 671.575 	 7.806 
 671.765 	 7.804 
 671.950 	 7.806 
 672.140 	 7.808 
 672.330 	 7.808 
 672.515 	 7.808 
 672.705 	 7.808 
 672.890 	 7.808 
 673.080 	 7.808 
 673.270 	 7.808 
 673.455 	 7.808 
 673.645 	 7.811 
 673.830 	 7.809 
 674.020 	 7.812 
 674.210 	 7.812 
 674.395 	 7.808 
 674.585 	 7.811 
 674.770 	 7.812 
 674.960 	 7.816 
 675.150 	 7.813 
 675.335 	 7.816 
 675.525 	 7.817 
 675.710 	 7.817 
 675.900 	 7.817 
 676.090 	 7.817 
 676.275 	 7.813 
 676.465 	 7.821 
 676.650 	 7.813 
 676.840 	 7.816 
 677.030 	 7.817 
 677.215 	 7.807 
 677.405 	 7.807 
 677.590 	 7.808 
 677.780 	 7.812 
 677.970 	 7.812 
 678.155 	 7.812 
 678.345 	 7.812 
 678.530 	 7.812 
 678.720 	 7.816 
 678.910 	 7.813 
 679.095 	 7.816 
 679.285 	 7.817 
 679.470 	 7.817 
 679.660 	 7.817 
 679.850 	 7.817 
 680.035 	 7.813 
 680.225 	 7.816 
 680.410 	 7.813 
 680.600 	 7.816 
 680.790 	 7.817 
 680.975 	 7.817 
 681.165 	 7.814 
 681.350 	 7.812 
 681.540 	 7.812 
 681.730 	 7.812 
 681.915 	 7.817 
 682.105 	 7.817 
 682.290 	 7.817 
 682.480 	 7.814 
 682.670 	 7.812 
 682.855 	 7.816 
 683.045 	 7.817 
 683.230 	 7.814 
 683.420 	 7.812 
 683.610 	 7.812 
 683.795 	 7.816 
 683.985 	 7.814 
 684.170 	 7.812 
 684.360 	 7.812 
 684.550 	 7.812 
 684.735 	 7.812 
 684.925 	 7.816 
 685.110 	 7.814 
 685.300 	 7.816 
 685.490 	 7.817 
 685.675 	 7.817 
 685.865 	 7.817 
 686.050 	 7.817 
 686.240 	 7.817 
 686.430 	 7.817 
 686.615 	 7.817 
 686.805 	 7.817 
 686.990 	 7.817 
 687.180 	 7.817 
 687.370 	 7.817 
 687.555 	 7.817 
 687.745 	 7.817 
 687.930 	 7.817 
 688.120 	 7.817 
 688.310 	 7.814 
 688.495 	 7.820 
 688.685 	 7.818 
 688.870 	 7.822 
 689.060 	 7.822 
 689.250 	 7.818 
 689.435 	 7.817 
 689.625 	 7.817 
 689.810 	 7.817 
 690.000 	 7.817 
 690.190 	 7.821 
 690.375 	 7.819 
 690.565 	 7.817 
 690.750 	 7.814 
 690.940 	 7.817 
 691.130 	 7.817 
 691.315 	 7.817 
 691.505 	 7.817 
 691.690 	 7.817 
 691.880 	 7.817 
 692.070 	 7.817 
 692.255 	 7.813 
 692.445 	 7.817 
 692.630 	 7.817 
 692.820 	 7.817 
 693.010 	 7.817 
 693.195 	 7.817 
 693.385 	 7.821 
 693.570 	 7.819 
 693.760 	 7.812 
 693.950 	 7.812 
 694.135 	 7.817 
 694.325 	 7.814 
 694.510 	 7.812 
 694.700 	 7.812 
 694.890 	 7.812 
 695.075 	 7.816 
 695.265 	 7.813 
 695.450 	 7.816 
 695.640 	 7.817 
 695.830 	 7.817 
 696.015 	 7.817 
 696.205 	 7.817 
 696.390 	 7.817 
 696.580 	 7.817 
 696.770 	 7.817 
 696.955 	 7.817 
 697.145 	 7.817 
 697.330 	 7.817 
 697.520 	 7.817 
 697.710 	 7.814 
 697.895 	 7.812 
 698.085 	 7.812 
 698.270 	 7.812 
 698.460 	 7.812 
 698.650 	 7.812 
 698.835 	 7.812 
 699.025 	 7.812 
 699.210 	 7.812 
 699.400 	 7.812 
 699.590 	 7.812 
 699.775 	 7.816 
 699.965 	 7.812 
 700.150 	 7.812 
 700.340 	 7.816 
 700.530 	 7.814 
 700.715 	 7.812 
 700.905 	 7.817 
 701.090 	 7.813 
 701.280 	 7.812 
 701.470 	 7.812 
 701.655 	 7.812 
 701.845 	 7.812 
 702.030 	 7.812 
 702.220 	 7.812 
 702.410 	 7.812 
 702.595 	 7.812 
 702.785 	 7.812 
 702.970 	 7.812 
 703.160 	 7.812 
 703.350 	 7.808 
 703.535 	 7.812 
 703.725 	 7.812 
 703.910 	 7.812 
 704.100 	 7.808 
 704.290 	 7.811 
 704.475 	 7.808 
 704.665 	 7.808 
 704.850 	 7.808 
 705.040 	 7.808 
 705.230 	 7.808 
 705.415 	 7.808 
 705.605 	 7.808 
 705.790 	 7.808 
 705.980 	 7.808 
 706.170 	 7.808 
 706.355 	 7.808 
 706.545 	 7.808 
 706.730 	 7.808 
 706.920 	 7.808 
 707.110 	 7.808 
 707.295 	 7.808 
 707.485 	 7.803 
 707.670 	 7.803 
 707.860 	 7.803 
 708.050 	 7.803 
 708.235 	 7.803 
 708.425 	 7.803 
 708.610 	 7.803 
 708.800 	 7.799 
 708.990 	 7.803 
 709.175 	 7.803 
 709.365 	 7.798 
 709.550 	 7.802 
 709.740 	 7.803 
 709.930 	 7.799 
 710.115 	 7.798 
 710.305 	 7.802 
 710.490 	 7.802 
 710.680 	 7.798 
 710.870 	 7.802 
 711.055 	 7.798 
 711.245 	 7.793 
 711.430 	 7.793 
 711.620 	 7.793 
 711.810 	 7.793 
 711.995 	 7.793 
 712.185 	 7.793 
 712.370 	 7.793 
 712.560 	 7.789 
 712.750 	 7.788 
 712.935 	 7.788 
 713.125 	 7.788 
 713.310 	 7.792 
 713.500 	 7.793 
 713.690 	 7.788 
 713.875 	 7.788 
 714.065 	 7.784 
 714.250 	 7.788 
 714.440 	 7.784 
 714.630 	 7.783 
 714.815 	 7.787 
 715.005 	 7.788 
 715.190 	 7.784 
 715.380 	 7.783 
 715.570 	 7.783 
 715.755 	 7.788 
 715.945 	 7.783 
 716.130 	 7.779 
 716.320 	 7.783 
 716.510 	 7.779 
 716.695 	 7.778 
 716.885 	 7.778 
 717.070 	 7.774 
 717.260 	 7.773 
 717.450 	 7.778 
 717.635 	 7.778 
 717.825 	 7.773 
 718.010 	 7.773 
 718.200 	 7.773 
 718.390 	 7.773 
 718.575 	 7.773 
 718.765 	 7.778 
 718.950 	 7.770 
 719.140 	 7.769 
 719.330 	 7.769 
 719.515 	 7.769 
 719.705 	 7.769 
 719.890 	 7.769 
 720.080 	 7.769 
 720.270 	 7.769 
 720.455 	 7.765 
 720.645 	 7.764 
 720.830 	 7.764 
 721.020 	 7.764 
 721.210 	 7.764 
 721.395 	 7.764 
 721.585 	 7.764 
 721.770 	 7.764 
 721.960 	 7.764 
 722.150 	 7.764 
 722.335 	 7.764 
 722.525 	 7.764 
 722.710 	 7.760 
 722.900 	 7.759 
 723.090 	 7.759 
 723.275 	 7.759 
 723.465 	 7.759 
 723.650 	 7.759 
 723.840 	 7.759 
 724.030 	 7.759 
 724.215 	 7.755 
 724.405 	 7.754 
 724.590 	 7.758 
 724.780 	 7.759 
 724.970 	 7.755 
 725.155 	 7.754 
 725.345 	 7.754 
 725.530 	 7.754 
 725.720 	 7.754 
 725.910 	 7.754 
 726.095 	 7.754 
 726.285 	 7.750 
 726.470 	 7.753 
 726.660 	 7.749 
 726.850 	 7.749 
 727.035 	 7.749 
 727.225 	 7.749 
 727.410 	 7.745 
 727.600 	 7.744 
 727.790 	 7.749 
 727.975 	 7.745 
 728.165 	 7.744 
 728.350 	 7.749 
 728.540 	 7.745 
 728.730 	 7.744 
 728.915 	 7.744 
 729.105 	 7.744 
 729.290 	 7.744 
 729.480 	 7.744 
 729.670 	 7.749 
 729.855 	 7.749 
 730.045 	 7.741 
 730.230 	 7.739 
 730.420 	 7.739 
 730.610 	 7.743 
 730.795 	 7.744 
 730.985 	 7.744 
 731.170 	 7.744 
 731.360 	 7.749 
 731.550 	 7.745 
 731.735 	 7.740 
 731.925 	 7.739 
 732.110 	 7.739 
 732.300 	 7.739 
 732.490 	 7.739 
 732.675 	 7.739 
 732.865 	 7.744 
 733.050 	 7.744 
 733.240 	 7.740 
 733.430 	 7.739 
 733.615 	 7.744 
 733.805 	 7.731 
 733.990 	 7.734 
 734.180 	 7.734 
 734.370 	 7.739 
 734.555 	 7.730 
 734.745 	 7.734 
 734.930 	 7.730 
 735.120 	 7.729 
 735.310 	 7.729 
 735.495 	 7.730 
 735.685 	 7.734 
 735.870 	 7.730 
 736.060 	 7.729 
 736.250 	 7.729 
 736.435 	 7.729 
 736.625 	 7.729 
 736.810 	 7.725 
 737.000 	 7.729 
 737.190 	 7.725 
 737.375 	 7.729 
 737.565 	 7.725 
 737.750 	 7.725 
 737.940 	 7.725 
 738.130 	 7.725 
 738.315 	 7.725 
 738.505 	 7.720 
 738.690 	 7.720 
 738.880 	 7.720 
 739.070 	 7.725 
 739.255 	 7.725 
 739.445 	 7.720 
 739.630 	 7.724 
 739.820 	 7.720 
 740.010 	 7.724 
 740.195 	 7.720 
 740.385 	 7.715 
 740.570 	 7.719 
 740.760 	 7.715 
 740.950 	 7.715 
 741.135 	 7.715 
 741.325 	 7.719 
 741.510 	 7.711 
 741.700 	 7.710 
 741.890 	 7.710 
 742.075 	 7.710 
 742.265 	 7.710 
 742.450 	 7.710 
 742.640 	 7.710 
 742.830 	 7.709 
 743.015 	 7.700 
 743.205 	 7.705 
 743.390 	 7.701 
 743.580 	 7.705 
 743.770 	 7.700 
 743.955 	 7.694 
 744.145 	 7.691 
 744.330 	 7.691 
 744.520 	 7.693 
 744.710 	 7.686 
 744.895 	 7.684 
 745.085 	 7.681 
 745.270 	 7.678 
 745.460 	 7.672 
 745.650 	 7.673 
 745.835 	 7.667 
 746.025 	 7.669 
 746.210 	 7.661 
 746.400 	 7.661 
 746.590 	 7.661 
 746.775 	 7.661 
 746.965 	 7.661 
 747.150 	 7.661 
 747.340 	 7.663 
 747.530 	 7.664 
 747.715 	 7.661 
 747.905 	 7.662 
 748.090 	 7.665 
 748.280 	 7.661 
 748.470 	 7.663 
 748.655 	 7.668 
 748.845 	 7.671 
 749.030 	 7.667 
 749.220 	 7.671 
 749.410 	 7.671 
 749.595 	 7.672 
 749.785 	 7.676 
 749.970 	 7.674 
 750.160 	 7.671 
 750.350 	 7.671 
 750.535 	 7.673 
 750.725 	 7.666 
 750.910 	 7.672 
 751.100 	 7.674 
 751.290 	 7.671 
 751.475 	 7.671 
 751.665 	 7.672 
 751.850 	 7.676 
 752.040 	 7.676 
 752.230 	 7.678 
 752.415 	 7.671 
 752.605 	 7.672 
 752.790 	 7.675 
 752.980 	 7.671 
 753.170 	 7.671 
 753.355 	 7.671 
 753.545 	 7.671 
 753.730 	 7.671 
 753.920 	 7.676 
 754.110 	 7.676 
 754.295 	 7.676 
 754.485 	 7.677 
 754.670 	 7.681 
 754.860 	 7.679 
 755.050 	 7.676 
 755.235 	 7.678 
 755.425 	 7.681 
 755.610 	 7.680 
 755.800 	 7.676 
 755.990 	 7.676 
 756.175 	 7.676 
 756.365 	 7.676 
 756.550 	 7.676 
 756.740 	 7.676 
 756.930 	 7.676 
 757.115 	 7.674 
 757.305 	 7.671 
 757.490 	 7.673 
 757.680 	 7.680 
 757.870 	 7.677 
 758.055 	 7.680 
 758.245 	 7.676 
 758.430 	 7.676 
 758.620 	 7.676 
 758.810 	 7.676 
 758.995 	 7.680 
 759.185 	 7.681 
 759.370 	 7.671 
 759.560 	 7.675 
 759.750 	 7.671 
 759.935 	 7.671 
 760.125 	 7.671 
 760.310 	 7.671 
 760.500 	 7.672 
 760.690 	 7.674 
 760.875 	 7.671 
 761.065 	 7.671 
 761.250 	 7.671 
 761.440 	 7.671 
 761.630 	 7.671 
 761.815 	 7.671 
 762.005 	 7.671 
 762.190 	 7.671 
 762.380 	 7.671 
 762.570 	 7.671 
 762.755 	 7.671 
 762.945 	 7.673 
 763.130 	 7.673 
 763.320 	 7.671 
 763.510 	 7.671 
 763.695 	 7.672 
 763.885 	 7.674 
 764.070 	 7.670 
 764.260 	 7.666 
 764.450 	 7.670 
 764.635 	 7.666 
 764.825 	 7.668 
 765.010 	 7.669 
 765.200 	 7.668 
 765.390 	 7.671 
 765.575 	 7.671 
 765.765 	 7.673 
 765.950 	 7.673 
 766.140 	 7.666 
 766.330 	 7.664 
 766.515 	 7.661 
 766.705 	 7.661 
 766.890 	 7.663 
 767.080 	 7.665 
 767.270 	 7.661 
 767.455 	 7.661 
 767.645 	 7.661 
 767.830 	 7.661 
 768.020 	 7.663 
 768.210 	 7.664 
 768.395 	 7.663 
 768.585 	 7.664 
 768.770 	 7.661 
 768.960 	 7.661 
 769.150 	 7.661 
 769.335 	 7.663 
 769.525 	 7.666 
 769.710 	 7.665 
 769.900 	 7.661 
 770.090 	 7.661 
 770.275 	 7.661 
 770.465 	 7.662 
 770.650 	 7.664 
 770.840 	 7.661 
 771.030 	 7.661 
 771.215 	 7.662 
 771.405 	 7.666 
 771.590 	 7.664 
 771.780 	 7.661 
 771.970 	 7.661 
 772.155 	 7.661 
 772.345 	 7.663 
 772.530 	 7.664 
 772.720 	 7.659 
 772.910 	 7.659 
 773.095 	 7.664 
 773.285 	 7.661 
 773.470 	 7.661 
 773.660 	 7.661 
 773.850 	 7.661 
 774.035 	 7.663 
 774.225 	 7.662 
 774.410 	 7.657 
 774.600 	 7.659 
 774.790 	 7.656 
 774.975 	 7.657 
 775.165 	 7.658 
 775.350 	 7.653 
 775.540 	 7.655 
 775.730 	 7.651 
 775.915 	 7.652 
 776.105 	 7.656 
 776.290 	 7.656 
 776.480 	 7.656 
 776.670 	 7.657 
 776.855 	 7.661 
 777.045 	 7.661 
 777.230 	 7.660 
 777.420 	 7.656 
 777.610 	 7.657 
 777.795 	 7.660 
 777.985 	 7.656 
 778.170 	 7.656 
 778.360 	 7.656 
 778.550 	 7.655 
 778.735 	 7.651 
 778.925 	 7.652 
 779.110 	 7.655 
 779.300 	 7.651 
 779.490 	 7.651 
 779.675 	 7.651 
 779.865 	 7.651 
 780.050 	 7.650 
 780.240 	 7.647 
 780.430 	 7.651 
 780.615 	 7.651 
 780.805 	 7.651 
 780.990 	 7.651 
 781.180 	 7.651 
 781.370 	 7.651 
 781.555 	 7.651 
 781.745 	 7.651 
 781.930 	 7.651 
 782.120 	 7.651 
 782.310 	 7.650 
 782.495 	 7.646 
 782.685 	 7.646 
 782.870 	 7.646 
 783.060 	 7.646 
 783.250 	 7.646 
 783.435 	 7.646 
 783.625 	 7.642 
 783.810 	 7.642 
 784.000 	 7.650 
 784.190 	 7.646 
 784.375 	 7.646 
 784.565 	 7.646 
 784.750 	 7.642 
 784.940 	 7.642 
 785.130 	 7.642 
 785.315 	 7.642 
 785.505 	 7.646 
 785.690 	 7.646 
 785.880 	 7.642 
 786.070 	 7.642 
 786.255 	 7.642 
 786.445 	 7.642 
 786.630 	 7.643 
 786.820 	 7.646 
 787.010 	 7.637 
 787.195 	 7.638 
 787.385 	 7.646 
 787.570 	 7.642 
 787.760 	 7.646 
 787.950 	 7.646 
 788.135 	 7.643 
 788.325 	 7.646 
 788.510 	 7.646 
 788.700 	 7.642 
 788.890 	 7.646 
 789.075 	 7.646 
 789.265 	 7.641 
 789.450 	 7.637 
 789.640 	 7.642 
 789.830 	 7.642 
 790.015 	 7.642 
 790.205 	 7.642 
 790.390 	 7.642 
 790.580 	 7.642 
 790.770 	 7.640 
 790.955 	 7.637 
 791.145 	 7.636 
 791.330 	 7.633 
 791.520 	 7.638 
 791.710 	 7.642 
 791.895 	 7.640 
 792.085 	 7.638 
 792.270 	 7.642 
 792.460 	 7.642 
 792.650 	 7.640 
 792.835 	 7.638 
 793.025 	 7.642 
 793.210 	 7.640 
 793.400 	 7.639 
 793.590 	 7.644 
 793.775 	 7.638 
 793.965 	 7.640 
 794.150 	 7.637 
 794.340 	 7.638 
 794.530 	 7.642 
 794.715 	 7.640 
 794.905 	 7.637 
 795.090 	 7.638 
 795.280 	 7.641 
 795.470 	 7.637 
 795.655 	 7.638 
 795.845 	 7.644 
 796.030 	 7.646 
 796.220 	 7.641 
 796.410 	 7.637 
 796.595 	 7.637 
 796.785 	 7.637 
 796.970 	 7.637 
 797.160 	 7.638 
 797.350 	 7.641 
 797.535 	 7.638 
 797.725 	 7.642 
 797.910 	 7.641 
 798.100 	 7.637 
 798.290 	 7.638 
 798.475 	 7.641 
 798.665 	 7.637 
 798.850 	 7.638 
 799.040 	 7.642 
 799.230 	 7.640 
 799.415 	 7.637 
 799.605 	 7.637 
 799.790 	 7.637 
 799.980 	 7.637 
 800.170 	 7.637 
 800.355 	 7.637 
 800.545 	 7.637 
 800.730 	 7.638 
 800.920 	 7.640 
 801.110 	 7.637 
 801.295 	 7.637 
 801.485 	 7.638 
 801.670 	 7.642 
 801.860 	 7.642 
 802.050 	 7.641 
 802.235 	 7.637 
 802.425 	 7.637 
 802.610 	 7.637 
 802.800 	 7.638 
 802.990 	 7.641 
 803.175 	 7.637 
 803.365 	 7.635 
 803.550 	 7.633 
 803.740 	 7.636 
 803.930 	 7.633 
 804.115 	 7.636 
 804.305 	 7.632 
 804.490 	 7.633 
 804.680 	 7.635 
 804.870 	 7.632 
 805.055 	 7.633 
 805.245 	 7.637 
 805.430 	 7.635 
 805.620 	 7.633 
 805.810 	 7.635 
 805.995 	 7.632 
 806.185 	 7.632 
 806.370 	 7.632 
 806.560 	 7.633 
 806.750 	 7.634 
 806.935 	 7.627 
 807.125 	 7.627 
 807.310 	 7.625 
 807.500 	 7.622 
 807.690 	 7.623 
 807.875 	 7.626 
 808.065 	 7.624 
 808.250 	 7.627 
 808.440 	 7.627 
 808.630 	 7.627 
 808.815 	 7.627 
 809.005 	 7.627 
 809.190 	 7.627 
 809.380 	 7.627 
 809.570 	 7.628 
 809.755 	 7.630 
 809.945 	 7.627 
 810.130 	 7.628 
 810.320 	 7.629 
 810.510 	 7.624 
 810.695 	 7.625 
 810.885 	 7.623 
 811.070 	 7.627 
 811.260 	 7.625 
 811.450 	 7.624 
 811.635 	 7.627 
 811.825 	 7.629 
 812.010 	 7.630 
 812.200 	 7.627 
 812.390 	 7.627 
 812.575 	 7.627 
 812.765 	 7.625 
 812.950 	 7.622 
 813.140 	 7.622 
 813.330 	 7.622 
 813.515 	 7.623 
 813.705 	 7.627 
 813.890 	 7.626 
 814.080 	 7.623 
 814.270 	 7.626 
 814.455 	 7.621 
 814.645 	 7.617 
 814.830 	 7.619 
 815.020 	 7.619 
 815.210 	 7.612 
 815.395 	 7.612 
 815.585 	 7.612 
 815.770 	 7.612 
 815.960 	 7.614 
 816.150 	 7.616 
 816.335 	 7.612 
 816.525 	 7.612 
 816.710 	 7.612 
 816.900 	 7.612 
 817.090 	 7.614 
 817.275 	 7.617 
 817.465 	 7.617 
 817.650 	 7.615 
 817.840 	 7.612 
 818.030 	 7.615 
 818.215 	 7.615 
 818.405 	 7.612 
 818.590 	 7.612 
 818.780 	 7.612 
 818.970 	 7.612 
 819.155 	 7.609 
 819.345 	 7.607 
 819.530 	 7.611 
 819.720 	 7.617 
 819.910 	 7.617 
 820.095 	 7.615 
 820.285 	 7.612 
 820.470 	 7.612 
 820.660 	 7.612 
 820.850 	 7.612 
 821.035 	 7.612 
 821.225 	 7.612 
 821.410 	 7.612 
 821.600 	 7.609 
 821.790 	 7.604 
 821.975 	 7.606 
 822.165 	 7.601 
 822.350 	 7.599 
 822.540 	 7.603 
 822.730 	 7.603 
 822.915 	 7.600 
 823.105 	 7.593 
 823.290 	 7.594 
 823.480 	 7.596 
 823.670 	 7.593 
 823.855 	 7.594 
 824.045 	 7.598 
 824.230 	 7.598 
 824.420 	 7.596 
 824.610 	 7.594 
 824.795 	 7.595 
 824.985 	 7.588 
 825.170 	 7.589 
 825.360 	 7.594 
 825.550 	 7.596 
 825.735 	 7.594 
 825.925 	 7.596 
 826.110 	 7.591 
 826.300 	 7.590 
 826.490 	 7.594 
 826.675 	 7.596 
 826.865 	 7.589 
 827.050 	 7.585 
 827.240 	 7.586 
 827.430 	 7.585 
 827.615 	 7.586 
 827.805 	 7.585 
 827.990 	 7.586 
 828.180 	 7.583 
 828.370 	 7.583 
 828.555 	 7.583 
 828.745 	 7.583 
 828.930 	 7.583 
 829.120 	 7.583 
 829.310 	 7.583 
 829.495 	 7.585 
 829.685 	 7.586 
 829.870 	 7.584 
 830.060 	 7.586 
 830.250 	 7.583 
 830.435 	 7.582 
 830.625 	 7.580 
 830.810 	 7.582 
 831.000 	 7.579 
 831.190 	 7.582 
 831.375 	 7.579 
 831.565 	 7.582 
 831.750 	 7.578 
 831.940 	 7.578 
 832.130 	 7.578 
 832.315 	 7.577 
 832.505 	 7.573 
 832.690 	 7.572 
 832.880 	 7.568 
 833.070 	 7.568 
 833.255 	 7.568 
 833.445 	 7.567 
 833.630 	 7.565 
 833.820 	 7.566 
 834.010 	 7.563 
 834.195 	 7.563 
 834.385 	 7.565 
 834.570 	 7.566 
 834.760 	 7.563 
 834.950 	 7.563 
 835.135 	 7.565 
 835.325 	 7.570 
 835.510 	 7.571 
 835.700 	 7.570 
 835.890 	 7.571 
 836.075 	 7.570 
 836.265 	 7.575 
 836.450 	 7.578 
 836.640 	 7.578 
 836.830 	 7.576 
 837.015 	 7.575 
 837.205 	 7.578 
 837.390 	 7.578 
 837.580 	 7.578 
 837.770 	 7.578 
 837.955 	 7.577 
 838.145 	 7.573 
 838.330 	 7.575 
 838.520 	 7.578 
 838.710 	 7.580 
 838.895 	 7.583 
 839.085 	 7.579 
 839.270 	 7.575 
 839.460 	 7.578 
 839.650 	 7.578 
 839.835 	 7.578 
 840.025 	 7.576 
 840.210 	 7.573 
 840.400 	 7.575 
 840.590 	 7.578 
 840.775 	 7.576 
 840.965 	 7.575 
 841.150 	 7.576 
 841.340 	 7.573 
 841.530 	 7.573 
 841.715 	 7.572 
 841.905 	 7.568 
 842.090 	 7.568 
 842.280 	 7.568 
 842.470 	 7.568 
 842.655 	 7.570 
 842.845 	 7.571 
 843.030 	 7.568 
 843.220 	 7.568 
 843.410 	 7.570 
 843.595 	 7.571 
 843.785 	 7.570 
 843.970 	 7.572 
 844.160 	 7.570 
 844.350 	 7.573 
 844.535 	 7.571 
 844.725 	 7.570 
 844.910 	 7.575 
 845.100 	 7.578 
 845.290 	 7.576 
 845.475 	 7.575 
 845.665 	 7.576 
 845.850 	 7.575 
 846.040 	 7.576 
 846.230 	 7.572 
 846.415 	 7.570 
 846.605 	 7.571 
 846.790 	 7.568 
 846.980 	 7.570 
 847.170 	 7.573 
 847.355 	 7.573 
 847.545 	 7.573 
 847.730 	 7.573 
 847.920 	 7.571 
 848.110 	 7.566 
 848.295 	 7.566 
 848.485 	 7.568 
 848.670 	 7.568 
 848.860 	 7.568 
 849.050 	 7.568 
 849.235 	 7.568 
 849.425 	 7.568 
 849.610 	 7.571 
 849.800 	 7.571 
 849.990 	 7.570 
 850.175 	 7.571 
 850.365 	 7.568 
 850.550 	 7.571 
 850.740 	 7.573 
 850.930 	 7.573 
 851.115 	 7.570 
 851.305 	 7.571 
 851.490 	 7.571 
 851.680 	 7.568 
 851.870 	 7.571 
 852.055 	 7.573 
 852.245 	 7.571 
 852.430 	 7.568 
 852.620 	 7.568 
 852.810 	 7.571 
 852.995 	 7.571 
 853.185 	 7.571 
 853.370 	 7.571 
 853.560 	 7.571 
 853.750 	 7.571 
 853.935 	 7.568 
 854.125 	 7.568 
 854.310 	 7.568 
 854.500 	 7.571 
 854.690 	 7.568 
 854.875 	 7.566 
 855.065 	 7.570 
 855.250 	 7.571 
 855.440 	 7.566 
 855.630 	 7.565 
 855.815 	 7.570 
 856.005 	 7.571 
 856.190 	 7.571 
 856.380 	 7.569 
 856.570 	 7.565 
 856.755 	 7.568 
 856.945 	 7.568 
 857.130 	 7.568 
 857.320 	 7.570 
 857.510 	 7.571 
 857.695 	 7.568 
 857.885 	 7.568 
 858.070 	 7.570 
 858.260 	 7.573 
 858.450 	 7.571 
 858.635 	 7.570 
 858.825 	 7.572 
 859.010 	 7.568 
 859.200 	 7.568 
 859.390 	 7.568 
 859.575 	 7.571 
 859.765 	 7.570 
 859.950 	 7.565 
 860.140 	 7.568 
 860.330 	 7.566 
 860.515 	 7.563 
 860.705 	 7.563 
 860.890 	 7.563 
 861.080 	 7.563 
 861.270 	 7.563 
 861.455 	 7.563 
 861.645 	 7.563 
 861.830 	 7.565 
 862.020 	 7.563 
 862.210 	 7.562 
 862.395 	 7.563 
 862.585 	 7.561 
 862.770 	 7.564 
 862.960 	 7.568 
 863.150 	 7.565 
 863.335 	 7.560 
 863.525 	 7.565 
 863.710 	 7.565 
 863.900 	 7.560 
 864.090 	 7.563 
 864.275 	 7.563 
 864.465 	 7.562 
 864.650 	 7.559 
 864.840 	 7.559 
 865.030 	 7.559 
 865.215 	 7.559 
 865.405 	 7.559 
 865.590 	 7.559 
 865.780 	 7.559 
 865.970 	 7.559 
 866.155 	 7.559 
 866.345 	 7.561 
 866.530 	 7.563 
 866.720 	 7.563 
 866.910 	 7.561 
 867.095 	 7.559 
 867.285 	 7.559 
 867.470 	 7.559 
 867.660 	 7.561 
 867.850 	 7.563 
 868.035 	 7.560 
 868.225 	 7.558 
 868.410 	 7.557 
 868.600 	 7.557 
 868.790 	 7.559 
 868.975 	 7.559 
 869.165 	 7.559 
 869.350 	 7.559 
 869.540 	 7.556 
 869.730 	 7.554 
 869.915 	 7.554 
 870.105 	 7.554 
 870.290 	 7.554 
 870.480 	 7.558 
 870.670 	 7.558 
 870.855 	 7.556 
 871.045 	 7.559 
 871.230 	 7.556 
 871.420 	 7.554 
 871.610 	 7.554 
 871.795 	 7.554 
 871.985 	 7.556 
 872.170 	 7.556 
 872.360 	 7.556 
 872.550 	 7.559 
 872.735 	 7.559 
 872.925 	 7.559 
 873.110 	 7.559 
 873.300 	 7.559 
 873.490 	 7.556 
 873.675 	 7.556 
